name,branche,telefon,email,adresse,website,hat_website,website_erreichbar,website_alter_jahre,hat_ssl,ladezeit_ms,ist_mobilfreundlich,wayback_datum,google_place_id,google_rating,google_bewertungen,score,score_gruende,gefunden_am,status
Malermeister Celik - Raum Ideen,Maler,0179 2494157,,"Gehägestraße 20N, 30655 Hannover, Deutschland",https://celik-raumideen.de/,True,True,,True,1504,True,,ChIJAdI5n8AMsEcRTiNlDvYlgt8,5,75,20,Viele Bewertungen (75) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Malermeisterbetrieb ILIC GmbH,Maler,0511 40081389,,"Groß-Buchholzer Straße 22a, 30655 Hannover, Deutschland",http://www.malermeisterbetrieb-ilic.de/,True,True,,False,2792,True,,ChIJiY1bhgkNsEcRBcMih-t1mI4,4.3,6,20,Kein HTTPS (+10) | Langsam (2792ms) (+5) | Telefon bekannt (+5),2026-05-28,neu
Malerfachbetrieb Glombeck,Maler,05131 4614942,,"Blumenstraße 28, 30827 Garbsen, Deutschland",https://www.malerfachbetrieb-glombeck.de/,True,True,,True,2335,True,,ChIJ7TvbF197sEcRre5AhUQFCos,5,37,20,Langsam (2335ms) (+5) | Gute Aktivität (37 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Adamer Natursteine GmbH,Fliesenleger,0511 84406816,,"Fössestraße 97A, 30453 Hannover, Deutschland",https://www.adamernatursteine.com/,True,True,2,True,1464,True,15.07.2024,ChIJVY6pabF0sEcRRQqX0RITrqA,5,97,20,Viele Bewertungen (97) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Krüger Hannover GmbH & Co. KG,Fliesenleger,0511 438960,,"Lägenfeldstraße 1, 30952 Ronnenberg, Deutschland",https://kruegerhannover.de/,True,True,,True,1243,True,,ChIJQXRnwrl1sEcRpYMzftd-vXM,4.6,189,20,Viele Bewertungen (189) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Ingo Kreutzkamm Fliesen&Mosaik,Fliesenleger,0511 60062929,,"Braunstraße 18, 30169 Hannover, Deutschland",http://kreutzkamm-fliesen.de/,True,True,,False,1494,True,,ChIJ27IiFJZ0sEcRiydCK3BKe6k,5,2,20,Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Stylekonzept GmbH & Co.KG,Fliesenleger,0511 3970052,,"Rühmkorffstraße 13, 30163 Hannover, Deutschland",https://www.stylekonzept.com/,True,True,,True,1739,True,,ChIJt279hVNzsEcRNPf7yxCC3UU,4.9,54,20,Viele Bewertungen (54) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Emre Haustechnik,Fliesenleger,05121 9229692,,"Georgstraße 38, 30159 Hannover, Deutschland",https://www.emre-haustechnik.de/,True,True,4,True,2787,True,19.01.2022,ChIJ7-iXrdh1sEcRVt2G6FOgvcQ,5,42,20,Langsam (2787ms) (+5) | Gute Aktivität (42 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Katzmarek GmbH Bedachungen,Dachdecker,0511 313464,,"Masurenweg 5, 30163 Hannover, Deutschland",http://www.katzmarek-bedachungen.de/,True,True,,False,1336,True,,ChIJl9dge6Z0sEcRwvriq_beFfY,4.9,10,20,Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Dachdeckerei Heese,Dachdecker,0175 1625583,,"Berliner Str. 20C, 30952 Ronnenberg, Deutschland",https://dachdeckereiheese.de/,True,True,,True,2841,True,,ChIJtz1Cz5J1sEcRiO9g2kl3FQQ,4.9,25,20,Langsam (2841ms) (+5) | Gute Aktivität (25 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Rainer Mielke Dachdeckerei,Dachdecker,0511 537361,,"Bispinger Weg 5, 30625 Hannover, Deutschland",https://www.mielke-dachdeckerei.de/,True,True,5,True,1296,True,13.06.2021,ChIJBZrqSII5ZUERaMMLP1njmqE,4.2,19,20,Website veraltet (5 Jahre) (+15) | Telefon bekannt (+5),2026-05-28,neu
Fassadenkontor GmbH Hannover,Dachdecker,0511 91160838,,"Podbielskistraße 333, 30659 Hannover, Deutschland",https://fassadenkontor.de/,True,True,3,True,1716,True,02.10.2023,ChIJZfcRk8dksEcR-pD-0gvbEE4,4.9,278,20,Viele Bewertungen (278) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Langenhagener Dach & Immobilien Service,Dachdecker,0179 4470085,,"Kopernikusstraße 26, 30853 Langenhagen, Deutschland",https://dachservice-langenhagen.de/,True,True,,True,2114,True,,ChIJHXE38CBzsEcRSEkJhQIahJo,5,33,20,Langsam (2114ms) (+5) | Gute Aktivität (33 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Möbel Valentin Michailoff-Tischlerei | Garbsen,Schreiner,05131 4859671,,"Molkereistraße 66, 30826 Garbsen, Deutschland",http://www.mvm-tischlerei.de/,True,True,,False,2096,True,,ChIJSzXvQKlxsEcRTBEDzv4KTpo,4.3,6,20,Kein HTTPS (+10) | Langsam (2096ms) (+5) | Telefon bekannt (+5),2026-05-28,neu
Wilhelm Krug Sanitäre Anlagen und Gasheizungen e.K.,Heizungsbauer,0511 341087,,"Leonhardtstraße 1, 30175 Hannover, Deutschland",https://www.krug-haustechnik.com/,True,True,,True,2109,True,,ChIJkfbJpa10sEcReOXPRXOxak4,4.6,27,20,Langsam (2109ms) (+5) | Gute Aktivität (27 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Syrbe,Heizungsbauer,0511 2105272,,"Fössestraße 77, 30451 Hannover, Deutschland",https://syrbe.net/,True,True,,True,3784,True,,ChIJjVjrQI10sEcRM2zLdDWosBQ,4.1,29,20,Sehr langsam (3784ms) (+10) | Gute Aktivität (29 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Bruttig Sanitär & Heizung,Heizungsbauer,0511 94020786,,"Langenhagener Str. 61A, 30855 Langenhagen, Deutschland",https://www.bruttig-shk.de/,True,True,,True,3504,True,,ChIJ6SeZRhNzsEcRuLOFmwzbtYg,5,6,20,Sehr langsam (3504ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Engel J. Inh. Torsten Vogel,Heizungsbauer,0511 664706,,"Lister Damm 5, 30163 Hannover, Deutschland",https://www.sanitaer-engel.de/,True,True,,True,3117,True,,ChIJ67wT3FtzsEcRUk8k8EUa6e4,3.9,25,20,Sehr langsam (3117ms) (+10) | Gute Aktivität (25 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Neumann & Bock GmbH,Heizungsbauer,0511 792353,,"Entenfangweg 10, 30419 Hannover, Deutschland",http://neumann-bock.de/,True,True,,False,1318,True,,ChIJqfleZ5FzsEcRmeNLSkPyc2A,4.1,31,20,Kein HTTPS (+10) | Gute Aktivität (31 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Krosky Heizung-Lüftung & Sanitär GmbH,Sanitär,0511 4755990,,"Limmerstraße 73, 30451 Hannover, Deutschland",http://www.krosky-gmbh.de/,True,True,,False,477,True,,ChIJyfbQych1sEcR6ZH9FLvi41c,5,3,20,Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hagemann & Sohn,Sanitär,0511 621811,,"Steinmetzstraße 9, 30163 Hannover, Deutschland",http://www.shk-hagemann.de/,True,True,,False,1466,True,,ChIJS0j_eVpzsEcRNBOxKMHyRUY,4.1,25,20,Kein HTTPS (+10) | Gute Aktivität (25 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Olaf Neumann Heizung - Sanitär - Bad - Hannover,Sanitär,0511 5193913,,"Roseggerstraße 13, 30173 Hannover, Deutschland",https://hannoversche-baeder.de/,True,True,,True,1448,False,,ChIJd7TwA0ELsEcRnJeRVNfSCwI,3,2,20,Nicht mobilfreundlich (+15) | Telefon bekannt (+5),2026-05-28,neu
Stylekonzept GmbH & Co.KG,Trockenbau,0511 3970052,,"Rühmkorffstraße 13, 30163 Hannover, Deutschland",https://www.stylekonzept.com/,True,True,,True,1690,True,,ChIJt279hVNzsEcRNPf7yxCC3UU,4.9,54,20,Viele Bewertungen (54) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
FIROSMANNBAU,Trockenbau,0176 36245999,,"Deichmannstraße 2, 30163 Hannover, Deutschland",https://www.firosmannbau.de/,True,True,,True,7705,True,,ChIJt1BCVDNzsEcROY36qwUb7_0,5,16,20,Sehr langsam (7705ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
L.Avila Trockenbau und Innenausbau,Trockenbau,0176 34678223,,"Innstraße 10, 30519 Hannover, Deutschland",https://avila-trockenbau.de/,True,True,,True,4308,True,,ChIJBYfijbILsEcRMjHOBv1WxFw,5,8,20,Sehr langsam (4308ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Derbala Trockenbau GmbH,Trockenbau,0511 35399890,,"Feldstraße 6, 30851 Langenhagen, Deutschland",http://www.derbala-trockenbau.de/,True,True,,False,2663,True,,ChIJrx2Bh2dzsEcRd0bb5meEFMo,4.2,18,20,Kein HTTPS (+10) | Langsam (2663ms) (+5) | Telefon bekannt (+5),2026-05-28,neu
B & B Bau,Trockenbau,0511 45085214,,"Podbielskistraße 126A, 30177 Hannover, Deutschland",https://b-bbau.de/,True,True,,True,3063,True,,ChIJaVfS7lkNsEcRafWye1Y3VoI,4.5,11,20,Sehr langsam (3063ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Gebr. Schier Akustik- und Trockenbau GmbH,Trockenbau,05066 902320,,"Im Mühlenfelde 14, 30982 Pattensen, Deutschland",https://schier-trockenbau.de/,True,True,,True,3323,True,,ChIJi4NN_1ChukcReiXy4zwVfUw,4.9,17,20,Sehr langsam (3323ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
RENOTT - Die Renovierungsexperten,Trockenbau,0511 10556091,,"Kopernikusstraße 12A, 30853 Langenhagen, Deutschland",https://renott.de/,True,True,,True,2316,True,,ChIJZWTdi9hzsEcRqGSaVz9Oa-U,4.9,35,20,Langsam (2316ms) (+5) | Gute Aktivität (35 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
HEUER & Co. Hausausbau GmbH,Fenster und Türen,0511 7262900,,"Rehkamp 6, 30853 Langenhagen, Deutschland",https://www.heuer-co.de/,True,True,,True,1412,True,,ChIJgbDHMIlysEcR2m32ppMRXuk,4.6,620,20,Viele Bewertungen (620) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
SCHATTENWERK Hannover,Fenster und Türen,0511 3678990,,"Bergstraße 3, 30539 Hannover, Deutschland",http://www.schattenwerk.de/,True,True,,False,2693,True,,ChIJI2IYE8sLsEcRhjw86er2_0Y,4.4,17,20,Kein HTTPS (+10) | Langsam (2693ms) (+5) | Telefon bekannt (+5),2026-05-28,neu
Utie's,Fenster und Türen,,,"Raupertstraße 27, 30539 Hannover, Deutschland",http://uties-bauelemente.de/,True,True,,False,2231,True,,ChIJ8xtcF0sKsEcRx1Cx5GudOMQ,5,2,20,Kein HTTPS (+10) | Langsam (2231ms) (+5) | Sehr gute Bewertung (+5),2026-05-28,neu
PM Haus & Garten GmbH,Gartenbau,01577 1463948,,"Am Lohgraben 11, 30455 Hannover, Deutschland",https://pmgartenbau.de/,True,True,,True,1482,True,,ChIJ7_OtrON1sEcRMk3UjHEe1nQ,5,72,20,Viele Bewertungen (72) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Lika Galabau Hannover - Garten und Landschaftsbau,Gartenbau,0176 20296904,,"Sonnenweg 4A, 30851 Langenhagen, Deutschland",https://lika-galabau-hannover.de/,True,True,,True,1676,True,,ChIJXa_qPr9zsEcR8dtIuyTEOCI,5,62,20,Viele Bewertungen (62) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Janisch Garten und Landschaftsbau GmbH,Gartenbau,0511 358870,,"Bogenstraße 14, 30165 Hannover, Deutschland",http://www.janisch-galabau.de/,True,True,,False,1718,True,,ChIJWQ3BDZ9zsEcRD7wfpHOSxuc,4.3,37,20,Kein HTTPS (+10) | Gute Aktivität (37 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
"Tian Garten- und Landschaftsbau, Pflasterarbeiten & Zaunbau",Gartenbau,0176 21675254,,"Hans-Werner-Lampe-Weg 9, 30629 Hannover, Deutschland",https://tiangalabau.de/,True,True,,True,2140,True,,ChIJ6_b4EjoNsEcRaaA7BVmiM8k,5,26,20,Langsam (2140ms) (+5) | Gute Aktivität (26 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Rakowski Hannover,Gartenbau,0511 2829992,,"Abbestraße 24, 30519 Hannover, Deutschland",https://www.rakowski-hannover.de/,True,True,,True,2751,True,,ChIJHYak5ngLsEcRnEXgdLZq2Qc,5,20,20,Langsam (2751ms) (+5) | Gute Aktivität (20 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Kado Galabau,Gartenbau,0176 73886603,,"Berckhusenstraße 39, 30625 Hannover, Deutschland",https://kado-galabau.de/,True,True,,True,3288,True,,ChIJG7CqCrAT-igRfp_YMsiV8Nc,5,5,20,Sehr langsam (3288ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Gartenlandschaftsbau und Gartenpflege Der TRAUMGARTEN,Gartenbau,01578 5893140,,"Kalmiaweg 9, 30627 Hannover, Deutschland",http://www.dertraumgarten.com/,True,True,,False,1015,True,,ChIJ1Ya2sSoNsEcR8O_LhZ3Zdd0,5,18,20,Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Glende Gartenbau GmbH,Gartenbau,0511 57006081,,"Carl-Zeiss-Straße 8, 30966 Hemmingen, Deutschland",https://glende-gartenbau.de/,True,True,,True,1363,True,,ChIJU0BZ4k11sEcRfaFvzGIP8HE,4.5,114,20,Viele Bewertungen (114) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Frank Glende Pflanzenparadies GmbH,Gartenbau,0511 422259,,"Göttinger Landstraße 81, 30966 Hemmingen, Deutschland",https://www.glende-pflanzenparadies.de/,True,True,,True,1315,True,,ChIJ0zPsJk11sEcROxH6NzIvcJs,4.5,276,20,Viele Bewertungen (276) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hauke Quehl Gartengestaltung,Gartenbau,0511 6406515,,"Sutelstraße 52, 30659 Hannover, Deutschland",https://quehl-gartengestaltung.de/,True,True,,True,3944,True,,ChIJ2cxGdugMsEcRzZFmb1p2Wjk,5,3,20,Sehr langsam (3944ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Gebäudereinigung Hannover – REKA Gebäudemanagement GmbH,Reinigungsfirma,0511 67437946,,"Bogenstraße 18, 30165 Hannover, Deutschland",https://reka-team.de/,True,True,,True,2047,True,,ChIJkcusG3lzsEcRcy_ptIQ9-TA,5,46,20,Langsam (2047ms) (+5) | Gute Aktivität (46 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Cleana - Reinigungsdienst Hannover,Reinigungsfirma,0511 10536721,,"Wernigerode Weg 26, 30419 Hannover, Deutschland",https://cleana.de/,True,True,,True,2050,True,,ChIJqYDJall1sEcRiPaCi5SqtCE,5,35,20,Langsam (2050ms) (+5) | Gute Aktivität (35 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Graziano's Reinigungsservice Inh. Michelangelo Graziano,Reinigungsfirma,0511 4594231,,"Schaumburgstrasse, Ecke, Palmstraße 20A, 30419 Hannover, Deutschland",https://www.graziano-service.de/,True,True,,True,2104,True,,ChIJw17V3TALsEcRRvEep5o_q8A,5,24,20,Langsam (2104ms) (+5) | Gute Aktivität (24 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
A&S Service Hannover,Reinigungsfirma,0176 83369197,,"Freiligrathstraße 14, 30851 Langenhagen, Deutschland",https://as-servicehannover.de/,True,True,,True,2273,True,,ChIJy7e0EuwRjA4R9DK6r-3tvPk,5,20,20,Langsam (2273ms) (+5) | Gute Aktivität (20 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Super Sauber Glas,Reinigungsfirma,0176 34539767,,"Bunnenbergstraße 21, 30165 Hannover, Deutschland",https://www.supersauberglas.de/,True,True,,True,1454,True,,ChIJXXd6O0Z1sEcRUxWmIGw2r74,4.9,57,20,Viele Bewertungen (57) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
CaaS Reinigung,Reinigungsfirma,01517 4300613,,"Im Krummen Sieke 57, 30419 Hannover, Deutschland",http://www.caas-reinigung.de/,True,True,,False,1943,True,,ChIJiWBZ-3xzsEcRbs96Vv9BvWY,5,11,20,Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Rakowski Hannover,Reinigungsfirma,0511 2829992,,"Abbestraße 24, 30519 Hannover, Deutschland",https://www.rakowski-hannover.de/,True,True,,True,2874,True,,ChIJHYak5ngLsEcRnEXgdLZq2Qc,5,20,20,Langsam (2874ms) (+5) | Gute Aktivität (20 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Magiclean Reinigungsservice,Reinigungsfirma,0163 7894833,,"Bendixweg 21, 30659 Hannover, Deutschland",https://magiclean-reinigungsservice.de/,True,True,,True,7648,True,,ChIJe-cj-J3kvKERUKU-PaKA-cY,5,15,20,Sehr langsam (7648ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Reinheit & Sauberkeit GmbH Gebäudereinigungsservice Reinigungsunternehmen,Reinigungsfirma,05131 4470903,,"Hauptstraße 219, 30826 Garbsen, Deutschland",https://www.reinheit-sauberkeit.de/,True,True,,True,1354,True,,ChIJP06TWpJxsEcRYywfyXvv04g,5,80,20,Viele Bewertungen (80) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Schlüsseldienst Hannover,Schlüsseldienst,0511 64611582,,"Hildesheimer Str. 326, 30519 Hannover, Deutschland",https://www.schluesseldienst-hannover.de/,True,True,,True,871,True,,ChIJl0yctLR0sEcRMOBUEVwa8PY,5,220,20,Viele Bewertungen (220) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Schlüsseldienst Hannover Festpreis,Schlüsseldienst,0511 36050054,,"Marienstraße 102, 30171 Hannover, Deutschland",https://schluesseldienst-hannover-festpreis.de/,True,True,,True,1445,True,,ChIJ90RrO_gLsEcRYNLKPVXm-Zg,5,472,20,Viele Bewertungen (472) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
LockTec Schlüsseldienst Hannover,Schlüsseldienst,0511 12263960,,"Podbielskistraße 98, 30177 Hannover, Deutschland",https://locktec-hannover.de/,True,True,,True,1376,True,,ChIJvT27LrANsEcRcRZPg8qXYpc,5,473,20,Viele Bewertungen (473) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hannover Schlüsseldienst Otcu,Schlüsseldienst,01579 2471318,,"Fössestraße 22, 30451 Hannover, Deutschland",https://schluesseldienst-otcu.de/,True,True,,True,840,True,,ChIJ7-KMfphIeS8RLPKC9td6NjY,5,82,20,Viele Bewertungen (82) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Schlüssel-Notdienst Hannover,Schlüsseldienst,0511 453799,,"Kochstraße 19, 30451 Hannover, Deutschland",https://www.schlusseldienst-hannover.de/,True,True,,True,1229,True,,ChIJu4lP0EF1sEcREszWqVHPPG8,5,242,20,Viele Bewertungen (242) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Schlüsseldienst Ludwig Hannover | Türöffnung zum Festpreis,Schlüsseldienst,0511 64611582,,"Marienstraße 40, 30171 Hannover, Deutschland",https://www.schluesseldienst-hannover24.de/,True,True,,True,1763,True,,ChIJPz57v3cLsEcRu5wgCFtbv24,5,96,20,Viele Bewertungen (96) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Servicepoint No. 155,Schlüsseldienst,0511 2354324,,"Podbielskistraße 155, 30177 Hannover, Deutschland",https://www.servicepoint155-schluesseldienst.de/,True,True,,True,1424,True,,ChIJEQl1i7AMsEcR7y4TVytgq4M,4.8,91,20,Viele Bewertungen (91) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
EMK BRANDSCHUTZ UND SICHERHEITSTECHNIK,Schlüsseldienst,0176 24994586,,"Limmerstraße 103, 30451 Hannover, Deutschland",https://bz1.de/partner.php,True,True,,True,2193,True,,ChIJk56rFFJ1sEcR61EdgNctKGg,5,28,20,Langsam (2193ms) (+5) | Gute Aktivität (28 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Lagershausen Sicherheitstechnik,Schlüsseldienst,0511 393969,,"Podbielskistraße 36, 30177 Hannover, Deutschland",https://schluesseldienst.one/,True,True,,True,1279,False,,ChIJ___vXlNzsEcROf0vrGUluXA,0.0,0,20,Nicht mobilfreundlich (+15) | Telefon bekannt (+5),2026-05-28,neu
hartlieb Sicherheitssysteme Katrin Bühler-Knapp e.K.,Schlüsseldienst,0511 312013,,"Hamburger Allee 45, 30161 Hannover, Deutschland",http://www.hartlieb-sicherheit.com/,True,True,,False,1919,True,,ChIJRbENZaZ0sEcR2MNnRC9AhkY,3.8,25,20,Kein HTTPS (+10) | Gute Aktivität (25 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Strube Sicherheitstechnik GmbH,Schlüsseldienst,05137 2383,,"Leinestraße 7, 30926 Seelze, Deutschland",https://www.strube24.de/,True,True,,True,1492,True,,ChIJyXlsmCxxsEcRx8kfOD62FYQ,4.7,55,20,Viele Bewertungen (55) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
RR.mein.elektromeister GmbH,Elektriker,0174 1009298,,"Herforder Str. 2, 30459 Hannover, Deutschland",https://www.rr-mein-elektromeister.de/,True,True,4,True,497,True,15.03.2022,ChIJi5Y9IER1sEcRY8JLqrlQP7w,5,21,15,Gute Aktivität (21 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Elektro und Energietechnik Power Solar,Elektriker,0176 46061658,,"Wallensteinstraße 119, 30459 Hannover, Deutschland",https://power-solar-hannover.de/,True,True,,True,1921,True,,ChIJKb3N73Z1sEcRSwTAtbdn7ww,4.8,20,15,Gute Aktivität (20 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
el.ektro elmo GmbH Elektromeisterbetrieb,Elektriker,0174 9535805,,"Lange Laube 25, 30159 Hannover, Deutschland",https://el-ektro.de/,True,True,4,True,2061,True,07.01.2022,ChIJdTr34151sEcRARA2izgfsVg,4.9,19,15,Langsam (2061ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
AVO Elektroanlagen e.K. – Elektroinstallationen für Wohnungen und Häuser in Hannover und der Region.,Elektriker,01512 5053985,,"Am Herrenhäuser bhf 26 A, 30419 Hannover, Deutschland",https://avoelektroanlagen.de/,True,True,2,True,2915,True,10.09.2024,ChIJj0rsvqVzsEcRL62QlkDV1Lc,5,9,15,Langsam (2915ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hanno Diekmann GmbH,Klempner,0511 852411,,"Eichendorffstraße 6, 30175 Hannover, Deutschland",https://www.hanno-diekmann.de/,True,True,2,True,2868,True,12.08.2024,ChIJVZapEFILsEcRIGvEnnq4TQ4,5,12,15,Langsam (2868ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Badezimmerrenovierung Jürgen Alt,Klempner,0511 1318078,,"Königsworther Str. 35, 30167 Hannover, Deutschland",https://www.fa-alt.de/,True,True,2,True,2572,True,16.09.2024,ChIJN1QHW5Z0sEcRdyZRmJP_oXw,4.6,9,15,Langsam (2572ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hanno Diekmann GmbH,Installateur,0511 852411,,"Eichendorffstraße 6, 30175 Hannover, Deutschland",https://www.hanno-diekmann.de/,True,True,2,True,2475,True,12.08.2024,ChIJVZapEFILsEcRIGvEnnq4TQ4,5,12,15,Langsam (2475ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Malermeister Daniel Hemstedt,Maler,0173 3870548,,"Fiedelerstraße 1, 30519 Hannover, Deutschland",https://www.malermeister-hemstedt.de/,True,True,,True,1328,True,,ChIJVYNCyRYLsEcRyk3dmfd5P5w,4.9,29,15,Gute Aktivität (29 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
LukasBau,Fliesenleger,01590 1359296,,"Ada-Lessing-Str. 155B, 30657 Hannover, Deutschland",https://lukasbau-hannover.de/,True,True,2,True,2993,True,22.03.2024,ChIJDyCJgjsNsEcR63GHnLsiJqg,5,4,15,Langsam (2993ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Bormann Immobilien GmbH,Fliesenleger,0176 24328003,,"Blumenstraße 7, 30159 Hannover, Deutschland",https://www.immobilien-bormann.de/,True,True,,True,2185,True,,ChIJD9RX5DJ1sEcRvNDJbM7yNH8,5,7,15,Langsam (2185ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
"Prebreza GmbH - Fliesenleger, Maler, Trockenbau",Fliesenleger,0179 2940495,,"Ronnenberger Str. 17a, 30989 Gehrden, Deutschland",https://www.prebreza-hannover.de/,True,True,4,True,558,True,08.04.2022,ChIJKfmWhDMLsEcReLM6Nk0S2tU,4.9,35,15,Gute Aktivität (35 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Munzert Sanitärinstallation GmbH - Badsanierung Hannover,Fliesenleger,0176 36308534,,"Kopernikusstraße 7B, 30167 Hannover, Deutschland",https://munzert-sanitaer.de/,True,True,,True,1141,True,,ChIJ56sG6FtxsEcRjSTaygmkv-s,5,32,15,Gute Aktivität (32 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
HSK Handwerksservice Stoilov & Klusmann,Fliesenleger,01573 6551319,,"Podbielskistraße 163, 30177 Hannover, Deutschland",https://www.hsk-handwerksservice.de/,True,True,,True,7073,True,,ChIJwWLFfqR0sEcR2BhTqQ9HdOE,0.0,0,15,Sehr langsam (7073ms) (+10) | Telefon bekannt (+5),2026-05-28,neu
